,task,ns_seq_ind,rep,w1
0,door-unlock-v2,70000,3,2.7456600872510304
0,door-unlock-v2,70000,4,2.749692173241367
0,door-unlock-v2,70000,5,2.758572941446525
0,door-unlock-v2,70000,6,2.755460187680121
0,door-unlock-v2,70000,7,2.7445899791428574
0,door-unlock-v2,70000,8,2.755019375526763
0,door-unlock-v2,70000,9,2.753751960800437
0,door-unlock-v2,75000,0,2.936358437562604
0,door-unlock-v2,75000,1,2.9364522681509895
0,door-unlock-v2,75000,2,2.941399665220523
0,door-unlock-v2,75000,3,2.937465833480651
0,door-unlock-v2,75000,4,2.928678700896469
0,door-unlock-v2,75000,5,2.944724517911871
0,door-unlock-v2,75000,6,2.937460156944955
0,door-unlock-v2,75000,7,2.9347697834158932
0,door-unlock-v2,75000,8,2.941153352038729
0,door-unlock-v2,75000,9,2.9280431834930054
0,door-unlock-v2,80000,0,3.1489455600783156
0,door-unlock-v2,80000,1,3.1385840238466227
0,door-unlock-v2,80000,2,3.150523388569086
0,door-unlock-v2,80000,3,3.150887125481183
0,door-unlock-v2,80000,4,3.15216951491521
0,door-unlock-v2,80000,5,3.1514898110246716
0,door-unlock-v2,80000,6,3.148714402496685
0,door-unlock-v2,80000,7,3.146439483920651
0,door-unlock-v2,80000,8,3.1506001885254746
0,door-unlock-v2,80000,9,3.1469497554572694
0,door-unlock-v2,85000,0,3.3069353375158705
0,door-unlock-v2,85000,1,3.3171383014120983
0,door-unlock-v2,85000,2,3.31140256732755
0,door-unlock-v2,85000,3,3.311733588166436
0,door-unlock-v2,85000,4,3.3040453118054334
0,door-unlock-v2,85000,5,3.312922086959966
0,door-unlock-v2,85000,6,3.3084418463388
0,door-unlock-v2,85000,7,3.3036763259265607
0,door-unlock-v2,85000,8,3.3145002653642717
0,door-unlock-v2,85000,9,3.306088528972293
0,door-unlock-v2,90000,0,3.4978912849584383
0,door-unlock-v2,90000,1,3.5065955527833985
0,door-unlock-v2,90000,2,3.5157643368260234
0,door-unlock-v2,90000,3,3.50467651182439
0,door-unlock-v2,90000,4,3.5044720770839763
0,door-unlock-v2,90000,5,3.5093656143008296
0,door-unlock-v2,90000,6,3.505944002436741
0,door-unlock-v2,90000,7,3.502452552595186
0,door-unlock-v2,90000,8,3.508995450029023
0,door-unlock-v2,90000,9,3.4973585309191284
0,door-unlock-v2,95000,0,3.651238041670232
0,door-unlock-v2,95000,1,3.646655212417498
0,door-unlock-v2,95000,2,3.658821516357688
0,door-unlock-v2,95000,3,3.6489440463987353
0,door-unlock-v2,95000,4,3.6580040005495515
0,door-unlock-v2,95000,5,3.647591508741211
0,door-unlock-v2,95000,6,3.6481365257858274
0,door-unlock-v2,95000,7,3.6517300945975637
0,door-unlock-v2,95000,8,3.656623673531303
0,door-unlock-v2,95000,9,3.6535359165834893
0,door-unlock-v2,100000,0,3.839566801628257
0,door-unlock-v2,100000,1,3.8510715992296247
0,door-unlock-v2,100000,2,3.843517755911564
0,door-unlock-v2,100000,3,3.848478548578155
0,door-unlock-v2,100000,4,3.850983666569873
0,door-unlock-v2,100000,5,3.8496083617500165
0,door-unlock-v2,100000,6,3.8497155101230347
0,door-unlock-v2,100000,7,3.836893126441876
0,door-unlock-v2,100000,8,3.8406234637108843
0,door-unlock-v2,100000,9,3.8483833009027975
0,handle-press-side-v2,0,0,0.05761561487206157
0,handle-press-side-v2,0,1,0.057615323427915234
0,handle-press-side-v2,0,2,0.05761524360092629
0,handle-press-side-v2,0,3,0.0576152470140449
0,handle-press-side-v2,0,4,0.05771835400120916
0,handle-press-side-v2,0,5,0.05761524468529946
0,handle-press-side-v2,0,6,0.057615246009521975
0,handle-press-side-v2,0,7,0.05761524393043051
0,handle-press-side-v2,0,8,0.057615243451035435
0,handle-press-side-v2,0,9,0.0576155231264153
0,handle-press-side-v2,5000,0,0.2591155831934146
0,handle-press-side-v2,5000,1,0.2583400921976042
0,handle-press-side-v2,5000,2,0.2587469137673031
0,handle-press-side-v2,5000,3,0.2588389722865348
0,handle-press-side-v2,5000,4,0.25891981969006106
0,handle-press-side-v2,5000,5,0.2589353590156489
0,handle-press-side-v2,5000,6,0.25864703153109153
0,handle-press-side-v2,5000,7,0.25894618781026
0,handle-press-side-v2,5000,8,0.2593059338216417
0,handle-press-side-v2,5000,9,0.2588827785449691
0,handle-press-side-v2,10000,0,0.4330164478490701
0,handle-press-side-v2,10000,1,0.4312442582197683
0,handle-press-side-v2,10000,2,0.4326766750150777
0,handle-press-side-v2,10000,3,0.43260741770747985
0,handle-press-side-v2,10000,4,0.43233822346574063
0,handle-press-side-v2,10000,5,0.43250662144395463
0,handle-press-side-v2,10000,6,0.4314561938937799
0,handle-press-side-v2,10000,7,0.4326934366788572
0,handle-press-side-v2,10000,8,0.4336501279288942
0,handle-press-side-v2,10000,9,0.43203290925816074
0,handle-press-side-v2,15000,0,0.6103916933936882
0,handle-press-side-v2,15000,1,0.6095095842853145
0,handle-press-side-v2,15000,2,0.6110437288510561
0,handle-press-side-v2,15000,3,0.6109302772603528
0,handle-press-side-v2,15000,4,0.61099287600641
0,handle-press-side-v2,15000,5,0.6113940654256962
0,handle-press-side-v2,15000,6,0.6093720900642963
0,handle-press-side-v2,15000,7,0.6107646057422893
0,handle-press-side-v2,15000,8,0.6115829221331923
0,handle-press-side-v2,15000,9,0.610985241131625
0,handle-press-side-v2,20000,0,0.797473462104794
0,handle-press-side-v2,20000,1,0.7965938626703298
0,handle-press-side-v2,20000,2,0.7986289086256485
0,handle-press-side-v2,20000,3,0.7981722873349767
0,handle-press-side-v2,20000,4,0.7980782516055172
0,handle-press-side-v2,20000,5,0.7984629635058239
0,handle-press-side-v2,20000,6,0.7960789073030365
0,handle-press-side-v2,20000,7,0.7968697406763097
0,handle-press-side-v2,20000,8,0.7981723414660163
0,handle-press-side-v2,20000,9,0.7979560034778017
0,handle-press-side-v2,25000,0,1.0208402104913175
0,handle-press-side-v2,25000,1,1.0193230135135223
0,handle-press-side-v2,25000,2,1.0205646399538997
0,handle-press-side-v2,25000,3,1.0210672757781531
0,handle-press-side-v2,25000,4,1.0218546961361075
0,handle-press-side-v2,25000,5,1.0217616714228797
0,handle-press-side-v2,25000,6,1.018555706546174
0,handle-press-side-v2,25000,7,1.02003003715791
0,handle-press-side-v2,25000,8,1.0214796921485059
0,handle-press-side-v2,25000,9,1.0209327827621961
0,handle-press-side-v2,30000,0,1.2103199746210602
0,handle-press-side-v2,30000,1,1.2096711644263511
0,handle-press-side-v2,30000,2,1.2100713832424217
0,handle-press-side-v2,30000,3,1.210310176222032
0,handle-press-side-v2,30000,4,1.2107384047744112
0,handle-press-side-v2,30000,5,1.211618669114337
0,handle-press-side-v2,30000,6,1.2071502330198307
0,handle-press-side-v2,30000,7,1.2099051659101554
0,handle-press-side-v2,30000,8,1.2112350016418914
0,handle-press-side-v2,30000,9,1.2085361524926956
0,handle-press-side-v2,35000,0,1.3969633474122176
0,handle-press-side-v2,35000,1,1.3978561403712577
0,handle-press-side-v2,35000,2,1.3964792702748057
0,handle-press-side-v2,35000,3,1.3983596168929069
0,handle-press-side-v2,35000,4,1.3990770569031177
0,handle-press-side-v2,35000,5,1.3987644662223797
0,handle-press-side-v2,35000,6,1.3952400347505565
0,handle-press-side-v2,35000,7,1.3970090135220417
0,handle-press-side-v2,35000,8,1.399644341209389
0,handle-press-side-v2,35000,9,1.3978505853916627
0,handle-press-side-v2,40000,0,1.5968606838318997
0,handle-press-side-v2,40000,1,1.599598963778156
0,handle-press-side-v2,40000,2,1.6031223961843264
0,handle-press-side-v2,40000,3,1.6012052379055604
0,handle-press-side-v2,40000,4,1.6004477001945803
0,handle-press-side-v2,40000,5,1.601997538008342
0,handle-press-side-v2,40000,6,1.5981306240641124
0,handle-press-side-v2,40000,7,1.5978750181530381
0,handle-press-side-v2,40000,8,1.600209149041403
0,handle-press-side-v2,40000,9,1.6017820876710551
0,handle-press-side-v2,45000,0,1.8022249305328035
0,handle-press-side-v2,45000,1,1.800051640722388
0,handle-press-side-v2,45000,2,1.8050715879322663
0,handle-press-side-v2,45000,3,1.8035747992977398
0,handle-press-side-v2,45000,4,1.801521150882642
0,handle-press-side-v2,45000,5,1.8061332472591294
0,handle-press-side-v2,45000,6,1.8036342896575501
0,handle-press-side-v2,45000,7,1.8040879101699216
0,handle-press-side-v2,45000,8,1.8048158376803598
0,handle-press-side-v2,45000,9,1.8046872844950748
0,handle-press-side-v2,50000,0,1.9930159523228994
0,handle-press-side-v2,50000,1,1.9925296239134895
0,handle-press-side-v2,50000,2,1.9999134128906957
0,handle-press-side-v2,50000,3,1.997860754069059
0,handle-press-side-v2,50000,4,1.9978621774159055
0,handle-press-side-v2,50000,5,1.998980451208015
0,handle-press-side-v2,50000,6,1.997052387955815
0,handle-press-side-v2,50000,7,1.9928831027939247
0,handle-press-side-v2,50000,8,1.9963088489302052
0,handle-press-side-v2,50000,9,1.9930550297211616
0,handle-press-side-v2,55000,0,2.1941266835488897
0,handle-press-side-v2,55000,1,2.1982627322273642
0,handle-press-side-v2,55000,2,2.1984024605115953
0,handle-press-side-v2,55000,3,2.2047244495503446
0,handle-press-side-v2,55000,4,2.2045161427567113
0,handle-press-side-v2,55000,5,2.2073152279683628
0,handle-press-side-v2,55000,6,2.2082938413788415
0,handle-press-side-v2,55000,7,2.1985119989374216
0,handle-press-side-v2,55000,8,2.202731303552777
0,handle-press-side-v2,55000,9,2.203202975166433
0,handle-press-side-v2,60000,0,2.388316652664533
0,handle-press-side-v2,60000,1,2.3952538565537105
0,handle-press-side-v2,60000,2,2.39327756840216
0,handle-press-side-v2,60000,3,2.3929906546041004
0,handle-press-side-v2,60000,4,2.3966874189592104
0,handle-press-side-v2,60000,5,2.3913807535425957
0,handle-press-side-v2,60000,6,2.3913487753342486
0,handle-press-side-v2,60000,7,2.395888882328949
0,handle-press-side-v2,60000,8,2.401477877857884
0,handle-press-side-v2,60000,9,2.3884015881233447
0,handle-press-side-v2,65000,0,2.547141672710502
0,handle-press-side-v2,65000,1,2.562846718958807
0,handle-press-side-v2,65000,2,2.5615673886535135
0,handle-press-side-v2,65000,3,2.561987961540347
0,handle-press-side-v2,65000,4,2.563819094485487
0,handle-press-side-v2,65000,5,2.5649421779842965
0,handle-press-side-v2,65000,6,2.564993340635231
0,handle-press-side-v2,65000,7,2.5626106942554174
0,handle-press-side-v2,65000,8,2.5622638712423167
0,handle-press-side-v2,65000,9,2.5638543966654423
0,handle-press-side-v2,70000,0,2.738985941629408
0,handle-press-side-v2,70000,1,2.75247670209171
0,handle-press-side-v2,70000,2,2.7592417610634556
0,handle-press-side-v2,70000,3,2.7533472240445813
0,handle-press-side-v2,70000,4,2.7481088472832176
0,handle-press-side-v2,70000,5,2.7492303641924623
0,handle-press-side-v2,70000,6,2.7499818943345136
0,handle-press-side-v2,70000,7,2.741888754230202
0,handle-press-side-v2,70000,8,2.7521750357170913
0,handle-press-side-v2,70000,9,2.7515640540128494
0,handle-press-side-v2,75000,0,2.921547321346937
0,handle-press-side-v2,75000,1,2.9333721771273535
0,handle-press-side-v2,75000,2,2.9432518775978274
0,handle-press-side-v2,75000,3,2.9298150181330804
0,handle-press-side-v2,75000,4,2.932178237389581
0,handle-press-side-v2,75000,5,2.9267739002887687
0,handle-press-side-v2,75000,6,2.935892241374299
0,handle-press-side-v2,75000,7,2.9347220286773235
0,handle-press-side-v2,75000,8,2.938035699860021
0,handle-press-side-v2,75000,9,2.934596856681049
0,handle-press-side-v2,80000,0,3.141254974240926
0,handle-press-side-v2,80000,1,3.1497032363659367
0,handle-press-side-v2,80000,2,3.1480579188762916
0,handle-press-side-v2,80000,3,3.151788406312504
0,handle-press-side-v2,80000,4,3.156331980550531
0,handle-press-side-v2,80000,5,3.156508196688745
0,handle-press-side-v2,80000,6,3.155944036305932
0,handle-press-side-v2,80000,7,3.1505395928835194
0,handle-press-side-v2,80000,8,3.158024044280769
0,handle-press-side-v2,80000,9,3.1495194465320395
0,handle-press-side-v2,85000,0,3.3374316397893886
0,handle-press-side-v2,85000,1,3.345945717802609
0,handle-press-side-v2,85000,2,3.345861603140025
0,handle-press-side-v2,85000,3,3.3443127396386614
0,handle-press-side-v2,85000,4,3.350249442967838
0,handle-press-side-v2,85000,5,3.353623847681699
0,handle-press-side-v2,85000,6,3.3409146678608725
0,handle-press-side-v2,85000,7,3.3387703255354766
0,handle-press-side-v2,85000,8,3.3500354786670625
0,handle-press-side-v2,85000,9,3.347499332699693
0,handle-press-side-v2,90000,0,3.5155725766004258
0,handle-press-side-v2,90000,1,3.521056247233908
0,handle-press-side-v2,90000,2,3.522484991111288
0,handle-press-side-v2,90000,3,3.5258193277405923
0,handle-press-side-v2,90000,4,3.5159582213250684
0,handle-press-side-v2,90000,5,3.5313256476612342
0,handle-press-side-v2,90000,6,3.519636157051062
0,handle-press-side-v2,90000,7,3.5258066729058855
0,handle-press-side-v2,90000,8,3.523284486532406
0,handle-press-side-v2,90000,9,3.5231327661655967
0,handle-press-side-v2,95000,0,3.655990782006695
0,handle-press-side-v2,95000,1,3.658571086113913
0,handle-press-side-v2,95000,2,3.6724203709639784
0,handle-press-side-v2,95000,3,3.6628661943876977
0,handle-press-side-v2,95000,4,3.6718703088171494
0,handle-press-side-v2,95000,5,3.6672094515524547
0,handle-press-side-v2,95000,6,3.663723950952812
0,handle-press-side-v2,95000,7,3.6583896878478344
0,handle-press-side-v2,95000,8,3.65799793076415
0,handle-press-side-v2,95000,9,3.6691502607100626
0,handle-press-side-v2,100000,0,3.8484315133229186
0,handle-press-side-v2,100000,1,3.860617084025086
0,handle-press-side-v2,100000,2,3.8604709100770385
0,handle-press-side-v2,100000,3,3.8646157757670534
0,handle-press-side-v2,100000,4,3.8536214316861566
0,handle-press-side-v2,100000,5,3.863464248761707
0,handle-press-side-v2,100000,6,3.858618440010018
0,handle-press-side-v2,100000,7,3.8506468757637418
0,handle-press-side-v2,100000,8,3.8612710983255405
0,handle-press-side-v2,100000,9,3.855713846748575
0,handle-press-v2,0,0,0.07103254756375514
0,handle-press-v2,0,1,0.07092208279067828
0,handle-press-v2,0,2,0.07092199610220741
0,handle-press-v2,0,3,0.07093548114793971
0,handle-press-v2,0,4,0.0709446070463735
0,handle-press-v2,0,5,0.07693559896079387
0,handle-press-v2,0,6,0.07101387913647678
0,handle-press-v2,0,7,0.07092238962386459
0,handle-press-v2,0,8,0.07093923286274037
0,handle-press-v2,0,9,0.07092188803718007
0,handle-press-v2,5000,0,0.2495097409715854
0,handle-press-v2,5000,1,0.24880759646077796
0,handle-press-v2,5000,2,0.2491817923340829
0,handle-press-v2,5000,3,0.24923193000321994
0,handle-press-v2,5000,4,0.24936170635011595
0,handle-press-v2,5000,5,0.24938478204570985
0,handle-press-v2,5000,6,0.24908255777474178
0,handle-press-v2,5000,7,0.24935451362756839
0,handle-press-v2,5000,8,0.24974575583951975
0,handle-press-v2,5000,9,0.24935824050663744
0,handle-press-v2,10000,0,0.4537125311183894
0,handle-press-v2,10000,1,0.45185894718176056
0,handle-press-v2,10000,2,0.45333875724798844
0,handle-press-v2,10000,3,0.4534607483617732
0,handle-press-v2,10000,4,0.4530889651969202
0,handle-press-v2,10000,5,0.45299960943319867
0,handle-press-v2,10000,6,0.4522589846569623
0,handle-press-v2,10000,7,0.45341252294601936
0,handle-press-v2,10000,8,0.45428915488680194
0,handle-press-v2,10000,9,0.4529361574585108
0,handle-press-v2,15000,0,0.6168229305568445
0,handle-press-v2,15000,1,0.6166063727077916
0,handle-press-v2,15000,2,0.6179741297130724
0,handle-press-v2,15000,3,0.6169024610131316
0,handle-press-v2,15000,4,0.6178878516849601
0,handle-press-v2,15000,5,0.6182824271887808
0,handle-press-v2,15000,6,0.6163505753257636
0,handle-press-v2,15000,7,0.6174767617714888
0,handle-press-v2,15000,8,0.6179996569323457
0,handle-press-v2,15000,9,0.6178319437486748
0,handle-press-v2,20000,0,0.809775249389886
0,handle-press-v2,20000,1,0.8091934152138623
0,handle-press-v2,20000,2,0.8111117104114647
0,handle-press-v2,20000,3,0.8103816314913305
0,handle-press-v2,20000,4,0.810837059631119
0,handle-press-v2,20000,5,0.8108757166507187
0,handle-press-v2,20000,6,0.8092627045844388
0,handle-press-v2,20000,7,0.8100187502758562
0,handle-press-v2,20000,8,0.810841169183002
0,handle-press-v2,20000,9,0.8103822980691782
0,handle-press-v2,25000,0,1.017996727492101
0,handle-press-v2,25000,1,1.0172455227999404
0,handle-press-v2,25000,2,1.018727277848096
0,handle-press-v2,25000,3,1.0177296622928735
0,handle-press-v2,25000,4,1.018375519276694
0,handle-press-v2,25000,5,1.019207494435261
0,handle-press-v2,25000,6,1.0153768980731308
0,handle-press-v2,25000,7,1.0179223755402678
0,handle-press-v2,25000,8,1.0181897751792144
0,handle-press-v2,25000,9,1.0178836480516626
0,handle-press-v2,30000,0,1.1941061392074508
0,handle-press-v2,30000,1,1.1948027601606226
0,handle-press-v2,30000,2,1.1950031114494528
0,handle-press-v2,30000,3,1.1942566251199265
0,handle-press-v2,30000,4,1.1954765973139838
0,handle-press-v2,30000,5,1.1978851993444062
0,handle-press-v2,30000,6,1.1916214919578882
0,handle-press-v2,30000,7,1.1949242969780216
0,handle-press-v2,30000,8,1.1956079492665812
0,handle-press-v2,30000,9,1.194841167093113
0,handle-press-v2,35000,0,1.408063757819015
0,handle-press-v2,35000,1,1.4085325952093541
0,handle-press-v2,35000,2,1.4095176389113988
0,handle-press-v2,35000,3,1.4076438752596026
0,handle-press-v2,35000,4,1.4095822776594364
0,handle-press-v2,35000,5,1.4123180715729793
0,handle-press-v2,35000,6,1.405330783301573
0,handle-press-v2,35000,7,1.4072628296463845
0,handle-press-v2,35000,8,1.4111805569428932
0,handle-press-v2,35000,9,1.4085956939525663
0,handle-press-v2,40000,0,1.6177915492410577
0,handle-press-v2,40000,1,1.6160397947896517
0,handle-press-v2,40000,2,1.6178595240219364
0,handle-press-v2,40000,3,1.6177938726431929
0,handle-press-v2,40000,4,1.6171282882562763
0,handle-press-v2,40000,5,1.6207537538709103
0,handle-press-v2,40000,6,1.6150831724346726
0,handle-press-v2,40000,7,1.615332128472408
0,handle-press-v2,40000,8,1.620079513739931
0,handle-press-v2,40000,9,1.6183704995025243
0,handle-press-v2,45000,0,1.8046319669781996
0,handle-press-v2,45000,1,1.8094417054767602
0,handle-press-v2,45000,2,1.8112947821878969
0,handle-press-v2,45000,3,1.8078006637460655
0,handle-press-v2,45000,4,1.811229762077327
0,handle-press-v2,45000,5,1.8100583221923014
0,handle-press-v2,45000,6,1.8085236843145704
0,handle-press-v2,45000,7,1.805022914692656
0,handle-press-v2,45000,8,1.808277288548952
0,handle-press-v2,45000,9,1.810069232882259
0,handle-press-v2,50000,0,2.0043586499842436
0,handle-press-v2,50000,1,2.009737627695313
0,handle-press-v2,50000,2,2.010937215517754
0,handle-press-v2,50000,3,2.009794361323302
0,handle-press-v2,50000,4,2.0099798986675337
0,handle-press-v2,50000,5,2.008177877480873
0,handle-press-v2,50000,6,2.0078292811049856
0,handle-press-v2,50000,7,2.0106695266557844
0,handle-press-v2,50000,8,2.012458298233926
0,handle-press-v2,50000,9,2.006854642246118
0,handle-press-v2,55000,0,2.195042272954266
0,handle-press-v2,55000,1,2.20402474160893
0,handle-press-v2,55000,2,2.201310796502347
0,handle-press-v2,55000,3,2.1942148031528914
0,handle-press-v2,55000,4,2.201198525207656
0,handle-press-v2,55000,5,2.2064899396609245
0,handle-press-v2,55000,6,2.1947354716852057
0,handle-press-v2,55000,7,2.209631656750921
0,handle-press-v2,55000,8,2.2024428611464892
0,handle-press-v2,55000,9,2.2039913888446514
0,handle-press-v2,60000,0,2.409807219875731
0,handle-press-v2,60000,1,2.435014376962257
0,handle-press-v2,60000,2,2.4275320301868346
0,handle-press-v2,60000,3,2.416444451413924
0,handle-press-v2,60000,4,2.423921998404779
0,handle-press-v2,60000,5,2.4241256241276328
0,handle-press-v2,60000,6,2.421454385836839
0,handle-press-v2,60000,7,2.416645206746409
0,handle-press-v2,60000,8,2.4209163055756346
0,handle-press-v2,60000,9,2.4151254029814035
0,handle-press-v2,65000,0,2.577687759271582
0,handle-press-v2,65000,1,2.599745878621251
0,handle-press-v2,65000,2,2.5993914352550362
0,handle-press-v2,65000,3,2.5900882790182327
0,handle-press-v2,65000,4,2.6058493869335106
0,handle-press-v2,65000,5,2.5947576743499883
0,handle-press-v2,65000,6,2.5913198872828263
0,handle-press-v2,65000,7,2.5945838631417506
0,handle-press-v2,65000,8,2.597645500164213
0,handle-press-v2,65000,9,2.5949185577037213
0,handle-press-v2,70000,0,2.7403028250053163
0,handle-press-v2,70000,1,2.755798390835221
0,handle-press-v2,70000,2,2.752601769535845
0,handle-press-v2,70000,3,2.7582161292709153
0,handle-press-v2,70000,4,2.7382058253933
0,handle-press-v2,70000,5,2.763705515381316
0,handle-press-v2,70000,6,2.7519760763183
0,handle-press-v2,70000,7,2.753198964010771
0,handle-press-v2,70000,8,2.7462330945875153
0,handle-press-v2,70000,9,2.7468239057523065
0,handle-press-v2,75000,0,2.910761484130692
0,handle-press-v2,75000,1,2.928112657009617
0,handle-press-v2,75000,2,2.9300595725840703
0,handle-press-v2,75000,3,2.9371075426644246
0,handle-press-v2,75000,4,2.936522804937294
0,handle-press-v2,75000,5,2.931884205186246
0,handle-press-v2,75000,6,2.928283309369112
0,handle-press-v2,75000,7,2.92613634718314
0,handle-press-v2,75000,8,2.918543275800687
0,handle-press-v2,75000,9,2.924746969253098
0,handle-press-v2,80000,0,3.1386124994354607
0,handle-press-v2,80000,1,3.155317652000573
0,handle-press-v2,80000,2,3.1654356988364474
0,handle-press-v2,80000,3,3.159051948972179
0,handle-press-v2,80000,4,3.1600568109302936
0,handle-press-v2,80000,5,3.1602101169625176
0,handle-press-v2,80000,6,3.1584145589108097
0,handle-press-v2,80000,7,3.153902639905176
0,handle-press-v2,80000,8,3.1616755215031787
0,handle-press-v2,80000,9,3.1595351961049745
0,handle-press-v2,85000,0,3.299562690707692
0,handle-press-v2,85000,1,3.3125099584960838
0,handle-press-v2,85000,2,3.3098250656597332
0,handle-press-v2,85000,3,3.3225349938580053
0,handle-press-v2,85000,4,3.393490236423279
0,handle-press-v2,85000,5,3.311669230387319
0,handle-press-v2,85000,6,3.3121671127265615
0,handle-press-v2,85000,7,3.3117496728852354
0,handle-press-v2,85000,8,3.3152255369475028
0,handle-press-v2,85000,9,3.312559149187952
0,handle-press-v2,90000,0,3.5037049799283775
0,handle-press-v2,90000,1,3.515377679230299
0,handle-press-v2,90000,2,3.519853293398809
0,handle-press-v2,90000,3,3.510249055828854
0,handle-press-v2,90000,4,3.503290898066481
0,handle-press-v2,90000,5,3.517465533759678
0,handle-press-v2,90000,6,3.512641209224747
0,handle-press-v2,90000,7,3.5109659655554477
0,handle-press-v2,90000,8,3.516960727579454
0,handle-press-v2,90000,9,3.5102216632270045
0,handle-press-v2,95000,0,3.678162514288857
0,handle-press-v2,95000,1,3.6906582600103217
0,handle-press-v2,95000,2,3.6864270178453045
0,handle-press-v2,95000,3,3.689172241951028
0,handle-press-v2,95000,4,3.6841144814799263
0,handle-press-v2,95000,5,3.685455801033577
0,handle-press-v2,95000,6,3.683378316435763
0,handle-press-v2,95000,7,3.6849833553444213
0,handle-press-v2,95000,8,3.6833954755547564
0,handle-press-v2,95000,9,3.679442178179486
0,handle-press-v2,100000,0,3.8614703273342634
0,handle-press-v2,100000,1,3.877100782014134
0,handle-press-v2,100000,2,3.8824070016821146
0,handle-press-v2,100000,3,3.886062403331984
0,handle-press-v2,100000,4,3.8776295838472583
0,handle-press-v2,100000,5,3.879456191617404
0,handle-press-v2,100000,6,3.876527406459219
0,handle-press-v2,100000,7,3.8750623481086905
0,handle-press-v2,100000,8,3.8785923194520295
0,handle-press-v2,100000,9,3.8735419772268527
0,plate-slide-back-v2,0,0,2.1970186407304477e-05
0,plate-slide-back-v2,0,1,1.9530402289510116e-05
0,plate-slide-back-v2,0,2,2.6491370275614096e-05
0,plate-slide-back-v2,0,3,2.4956085906570218e-05
0,plate-slide-back-v2,0,4,2.248980379128508e-05
0,plate-slide-back-v2,0,5,2.6244146900142595e-05
0,plate-slide-back-v2,0,6,2.2595861589363195e-05
0,plate-slide-back-v2,0,7,4.0463747330985346e-05
0,plate-slide-back-v2,0,8,2.8441977082720794e-05
0,plate-slide-back-v2,0,9,2.205162674486965e-05
0,plate-slide-back-v2,5000,0,0.224880110044277
0,plate-slide-back-v2,5000,1,0.22392403607860814
0,plate-slide-back-v2,5000,2,0.22435083641179043
0,plate-slide-back-v2,5000,3,0.22448176969316327
0,plate-slide-back-v2,5000,4,0.22461502483034157
0,plate-slide-back-v2,5000,5,0.22460953822569857
0,plate-slide-back-v2,5000,6,0.2242430419748569
0,plate-slide-back-v2,5000,7,0.22467523548044638
0,plate-slide-back-v2,5000,8,0.22503108109577039
0,plate-slide-back-v2,5000,9,0.22453987525340738
0,plate-slide-back-v2,10000,0,0.41885767489529196
0,plate-slide-back-v2,10000,1,0.416956365110942
0,plate-slide-back-v2,10000,2,0.4183363448483317
0,plate-slide-back-v2,10000,3,0.4184263164135821
0,plate-slide-back-v2,10000,4,0.4179750329589571
0,plate-slide-back-v2,10000,5,0.4181253574599042
0,plate-slide-back-v2,10000,6,0.41705839004682477
0,plate-slide-back-v2,10000,7,0.41850717127069986
0,plate-slide-back-v2,10000,8,0.41931653168783467
0,plate-slide-back-v2,10000,9,0.4178111581513759
0,plate-slide-back-v2,15000,0,0.597891586398203
0,plate-slide-back-v2,15000,1,0.5966064306109837
0,plate-slide-back-v2,15000,2,0.5984966350904313
0,plate-slide-back-v2,15000,3,0.5982365643504585
0,plate-slide-back-v2,15000,4,0.5985021716747132
0,plate-slide-back-v2,15000,5,0.5988054782427932
0,plate-slide-back-v2,15000,6,0.596426971664347
0,plate-slide-back-v2,15000,7,0.5979269596796477
0,plate-slide-back-v2,15000,8,0.5989444104220352
0,plate-slide-back-v2,15000,9,0.5977151764255502
0,plate-slide-back-v2,20000,0,0.7826575526948828
0,plate-slide-back-v2,20000,1,0.7813436611125917
0,plate-slide-back-v2,20000,2,0.7836175917728865
0,plate-slide-back-v2,20000,3,0.7829413981421928
0,plate-slide-back-v2,20000,4,0.783340801159127
0,plate-slide-back-v2,20000,5,0.7828201725248032
0,plate-slide-back-v2,20000,6,0.7800686440076272
0,plate-slide-back-v2,20000,7,0.7826292355422939
0,plate-slide-back-v2,20000,8,0.7824834272808178
0,plate-slide-back-v2,20000,9,0.7828302516724458
0,plate-slide-back-v2,25000,0,0.9956953406927029
0,plate-slide-back-v2,25000,1,0.9947744180185963
0,plate-slide-back-v2,25000,2,0.9967992855210658
0,plate-slide-back-v2,25000,3,0.997031337927095
0,plate-slide-back-v2,25000,4,0.9964617339281795
0,plate-slide-back-v2,25000,5,0.9974213926699663
0,plate-slide-back-v2,25000,6,0.993428197225355
0,plate-slide-back-v2,25000,7,0.9953060737455177
0,plate-slide-back-v2,25000,8,0.9961498757873108
0,plate-slide-back-v2,25000,9,0.9946056223154351
0,plate-slide-back-v2,30000,0,1.1794148188941334
0,plate-slide-back-v2,30000,1,1.1783172561829722
0,plate-slide-back-v2,30000,2,1.1804912643849192
0,plate-slide-back-v2,30000,3,1.1786447541442804
0,plate-slide-back-v2,30000,4,1.1797881571412425
0,plate-slide-back-v2,30000,5,1.1812775285560382
0,plate-slide-back-v2,30000,6,1.176416375861234
0,plate-slide-back-v2,30000,7,1.17903092137643
0,plate-slide-back-v2,30000,8,1.1804597939691919
0,plate-slide-back-v2,30000,9,1.1791205289406306
0,plate-slide-back-v2,35000,0,1.3805462644357278
0,plate-slide-back-v2,35000,1,1.3775294288135302
0,plate-slide-back-v2,35000,2,1.3797903943855456
