,task,ns_seq_ind,rep,w1
0,door-unlock-v2,45000,4,1.7983984776877924
0,door-unlock-v2,45000,5,1.8069441398856176
0,door-unlock-v2,45000,6,1.7995955409302713
0,door-unlock-v2,45000,7,1.8001626127200816
0,door-unlock-v2,45000,8,1.8010126066992618
0,door-unlock-v2,45000,9,1.8014679709122279
0,door-unlock-v2,50000,0,1.9965012214535638
0,door-unlock-v2,50000,1,1.9973047073729175
0,door-unlock-v2,50000,2,1.99947891366894
0,door-unlock-v2,50000,3,1.9971852953724474
0,door-unlock-v2,50000,4,1.99998839314536
0,door-unlock-v2,50000,5,2.003129285977277
0,door-unlock-v2,50000,6,1.9940697914857983
0,door-unlock-v2,50000,7,1.9962745674845956
0,door-unlock-v2,50000,8,1.9989426822082959
0,door-unlock-v2,50000,9,1.9959276265779526
0,door-unlock-v2,55000,0,2.207380228980861
0,door-unlock-v2,55000,1,2.2098791660599564
0,door-unlock-v2,55000,2,2.208841564639218
0,door-unlock-v2,55000,3,2.2103649689919975
0,door-unlock-v2,55000,4,2.2037342973745253
0,door-unlock-v2,55000,5,2.2090342183866047
0,door-unlock-v2,55000,6,2.2032221958654583
0,door-unlock-v2,55000,7,2.205192195306174
0,door-unlock-v2,55000,8,2.20783052166237
0,door-unlock-v2,55000,9,2.2066626512036955
0,door-unlock-v2,60000,0,2.420850559263017
0,door-unlock-v2,60000,1,2.417709779435614
0,door-unlock-v2,60000,2,2.419967584189691
0,door-unlock-v2,60000,3,2.421620777857055
0,door-unlock-v2,60000,4,2.4165529614102472
0,door-unlock-v2,60000,5,2.411318944839411
0,door-unlock-v2,60000,6,2.41151548130655
0,door-unlock-v2,60000,7,2.418692830026949
0,door-unlock-v2,60000,8,2.4193732858061625
0,door-unlock-v2,60000,9,2.4168079672329963
0,door-unlock-v2,65000,0,2.5773689138289044
0,door-unlock-v2,65000,1,2.5898409083127727
0,door-unlock-v2,65000,2,2.585895974897884
0,door-unlock-v2,65000,3,2.5751931659472165
0,door-unlock-v2,65000,4,2.5770721768453626
0,door-unlock-v2,65000,5,2.5800014518413716
0,door-unlock-v2,65000,6,2.5818101151563644
0,door-unlock-v2,65000,7,2.580384364898821
0,door-unlock-v2,65000,8,2.5829713993216403
0,door-unlock-v2,65000,9,2.581004999617903
0,door-unlock-v2,70000,0,2.757730059132237
0,door-unlock-v2,70000,1,2.76901065210225
0,door-unlock-v2,70000,2,2.7759652463855686
0,door-unlock-v2,70000,3,2.768006499157952
0,door-unlock-v2,70000,4,2.7577484417435927
